P,L2-NORM,C_in,C_SR,y,point_type,system_id
0.34017487821,12.301352519,0.22303991519,12.293857647,0.36686665709,,P1
0.34205667487,12.251416891,0.22332958108,12.243894722,0.36658120661,,P1
0.34395734308,12.201482243,0.22362128058,12.193932527,0.36629492321,,P1
0.34587722265,12.151548598,0.22391504727,12.143971083,0.36600779893,,P1
0.34781666135,12.101615983,0.22421091542,12.094010413,0.36571982583,,P1
0.34977601523,12.051684422,0.22450892002,12.044050537,0.36543099596,,P1
0.35175564882,12.001753942,0.22480909679,11.994091478,0.36514130143,,P1
0.3537559354,11.951824572,0.22511148221,11.944133261,0.36485073434,,P1
0.3557772573,11.901896338,0.22541611352,11.894175909,0.3645592868,,P1
0.35782000614,11.851969272,0.22572302877,11.844219448,0.36426695097,,P1
0.35988458315,11.802043403,0.22603226684,11.794263903,0.36397371903,,P1
0.36197139946,11.752118762,0.22634386745,11.744309303,0.36367958319,,P1
0.36408087642,11.702195382,0.22665787118,11.694355675,0.36338453568,,P1
0.3662134459,11.652273298,0.22697431952,11.644403048,0.3630885688,,P1
0.36836955069,11.602352543,0.2272932549,11.594451453,0.36279167486,,P1
0.37054964478,11.552433154,0.22761472067,11.544500921,0.36249384624,,P1
0.37275419378,11.502515168,0.2279387612,11.494551485,0.36219507536,,P1
0.37498367525,11.452598624,0.22826542184,11.444603178,0.3618953547,,P1
0.37723857915,11.402683563,0.22859474901,11.394656035,0.3615946768,,P1
0.37951940821,11.352770025,0.2289267902,11.344710094,0.36129303427,,P1
0.38182667837,11.302858055,0.229261594,11.294765391,0.36099041979,,P1
0.38416091923,11.252947696,0.22959921016,11.244821966,0.36068682611,,P1
0.3865226745,11.203038995,0.22993968961,11.194879861,0.36038224609,,P1
0.38891250251,11.153132001,0.23028308449,11.144939117,0.36007667265,,P1
0.39133097665,11.103226763,0.23062944824,11.094999778,0.35977009884,,P1
0.39377868598,11.053323333,0.23097883554,11.045061891,0.35946251778,,P1
